File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF201ILK	fastq	fastq		reads		ENCSR475TRZ	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K9me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_2	76		single-ended					342007880	Bradley Bernstein, Broad	5b06b6f85302261f74284046d8144987	SRA:SRR10837922	https://www.encodeproject.org/files/ENCFF201ILK/@@download/ENCFF201ILK.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2019/01/28/a922c1fc-56ae-4dee-b7e3-f8b053644dba/ENCFF201ILK.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2019/01/28/a922c1fc-56ae-4dee-b7e3-f8b053644dba/ENCFF201ILK.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing controlled_by		
ENCFF532TFQ	fastq	fastq		reads		ENCSR475TRZ	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K9me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_2	76		single-ended					324014560	Bradley Bernstein, Broad	e75c9c37fb416ded48ec60aacef08343	SRA:SRR10837923	https://www.encodeproject.org/files/ENCFF532TFQ/@@download/ENCFF532TFQ.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2019/01/28/27eced6c-734e-4a01-9eae-6f9161f4b27e/ENCFF532TFQ.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2019/01/28/27eced6c-734e-4a01-9eae-6f9161f4b27e/ENCFF532TFQ.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing controlled_by		
ENCFF287ZUG	fastq	fastq		reads		ENCSR475TRZ	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K9me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_2	76		single-ended					555930998	Bradley Bernstein, Broad	9a450debbd0cf07b8c2548cf5098c2a0	SRA:SRR10837924	https://www.encodeproject.org/files/ENCFF287ZUG/@@download/ENCFF287ZUG.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2019/01/28/63355408-db6d-46d3-9218-b0584c539809/ENCFF287ZUG.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2019/01/28/63355408-db6d-46d3-9218-b0584c539809/ENCFF287ZUG.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing controlled_by		
ENCFF274RII	bam	bam		unfiltered alignments	GRCh38	ENCSR475TRZ	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K9me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2		76					/files/ENCFF643CGH/, /files/ENCFF819PQP/, /files/ENCFF471EPP/, /files/ENCFF201ILK/, /files/ENCFF532TFQ/, /files/ENCFF287ZUG/, /files/ENCFF224QXU/	4557393500	ENCODE Processing Pipeline	dfefbb88dfcc37b2e2c556231dc843c9		https://www.encodeproject.org/files/ENCFF274RII/@@download/ENCFF274RII.bam				released	s3://encode-public/2019/02/09/1a16bc6b-9430-47d7-9bd2-41a5257bd037/ENCFF274RII.bam	https://datasetencode.blob.core.windows.net/dataset/2019/02/09/1a16bc6b-9430-47d7-9bd2-41a5257bd037/ENCFF274RII.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF791WGT	bam	bam		unfiltered alignments	hg19	ENCSR475TRZ	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K9me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2		76					/files/ENCFF819PQP/, /files/ENCFF807MUK/, /files/ENCFF471EPP/, /files/ENCFF201ILK/, /files/ENCFF532TFQ/, /files/ENCFF287ZUG/, /files/ENCFF224QXU/	4540427650	ENCODE Processing Pipeline	9988659c1b3e512d980d6795ec3156f7		https://www.encodeproject.org/files/ENCFF791WGT/@@download/ENCFF791WGT.bam				released	s3://encode-public/2019/02/09/edc0c6bd-37f1-4e46-a14b-247cde05dd80/ENCFF791WGT.bam	https://datasetencode.blob.core.windows.net/dataset/2019/02/09/edc0c6bd-37f1-4e46-a14b-247cde05dd80/ENCFF791WGT.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF584HPK	bam	bam		alignments	GRCh38	ENCSR475TRZ	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K9me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2		76					/files/ENCFF643CGH/, /files/ENCFF819PQP/, /files/ENCFF471EPP/, /files/ENCFF201ILK/, /files/ENCFF532TFQ/, /files/ENCFF287ZUG/, /files/ENCFF224QXU/	3419016553	ENCODE Processing Pipeline	72960cfb237e30842ad202fbc4ec3fbd		https://www.encodeproject.org/files/ENCFF584HPK/@@download/ENCFF584HPK.bam				released	s3://encode-public/2019/02/09/68d0e410-e666-46fd-8169-e899ad47e3b7/ENCFF584HPK.bam	https://datasetencode.blob.core.windows.net/dataset/2019/02/09/68d0e410-e666-46fd-8169-e899ad47e3b7/ENCFF584HPK.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF577XOG	bam	bam		alignments	hg19	ENCSR475TRZ	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K9me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2		76					/files/ENCFF819PQP/, /files/ENCFF807MUK/, /files/ENCFF471EPP/, /files/ENCFF201ILK/, /files/ENCFF532TFQ/, /files/ENCFF287ZUG/, /files/ENCFF224QXU/	3410089708	ENCODE Processing Pipeline	4f6888b26e4ffc503e45b64b327223a2		https://www.encodeproject.org/files/ENCFF577XOG/@@download/ENCFF577XOG.bam				released	s3://encode-public/2019/02/09/42add0ba-bb93-4353-9017-5f15551327db/ENCFF577XOG.bam	https://datasetencode.blob.core.windows.net/dataset/2019/02/09/42add0ba-bb93-4353-9017-5f15551327db/ENCFF577XOG.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF776FZW	bigBed narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR475TRZ	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K9me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF559YEW/	2411376	ENCODE Processing Pipeline	ceef3cae566d213cbef4d8484757ed29		https://www.encodeproject.org/files/ENCFF776FZW/@@download/ENCFF776FZW.bigBed				released	s3://encode-public/2019/02/11/69e29858-ecb7-44e0-9576-65bcfcb7b670/ENCFF776FZW.bigBed	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/69e29858-ecb7-44e0-9576-65bcfcb7b670/ENCFF776FZW.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF402OWT	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR475TRZ	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K9me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF808COP/, /files/ENCFF584HPK/	1062362	ENCODE Processing Pipeline	07d8dc2f12910814408c8772488dd5b6		https://www.encodeproject.org/files/ENCFF402OWT/@@download/ENCFF402OWT.bed.gz				released	s3://encode-public/2019/02/11/25ce8829-8af8-44e9-a239-b3684f085050/ENCFF402OWT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/25ce8829-8af8-44e9-a239-b3684f085050/ENCFF402OWT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF739IUP	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR475TRZ	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K9me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF402OWT/	2865628	ENCODE Processing Pipeline	05749d53b7121a51ef104e49550944e9		https://www.encodeproject.org/files/ENCFF739IUP/@@download/ENCFF739IUP.bigBed				released	s3://encode-public/2019/02/11/e4341783-9206-4f45-af20-4d3103c99b7b/ENCFF739IUP.bigBed	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/e4341783-9206-4f45-af20-4d3103c99b7b/ENCFF739IUP.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF559YEW	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR475TRZ	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K9me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF577XOG/, /files/ENCFF522TUC/	864951	ENCODE Processing Pipeline	4f7177cbd0ca34b4f96d9271573bdfaa		https://www.encodeproject.org/files/ENCFF559YEW/@@download/ENCFF559YEW.bed.gz				released	s3://encode-public/2019/02/11/ca0b34b5-f18b-4782-8a78-9f2f07058b88/ENCFF559YEW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/ca0b34b5-f18b-4782-8a78-9f2f07058b88/ENCFF559YEW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF134ZMV	bigWig	bigWig		signal p-value	GRCh38	ENCSR475TRZ	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K9me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF808COP/, /files/ENCFF584HPK/	1225108300	ENCODE Processing Pipeline	117684e8063eb38b509354beabc759c8		https://www.encodeproject.org/files/ENCFF134ZMV/@@download/ENCFF134ZMV.bigWig				released	s3://encode-public/2019/02/11/df1a11a4-8028-4949-a955-1c802e54352a/ENCFF134ZMV.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/df1a11a4-8028-4949-a955-1c802e54352a/ENCFF134ZMV.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF765FRJ	bigWig	bigWig		signal p-value	hg19	ENCSR475TRZ	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K9me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF577XOG/, /files/ENCFF522TUC/	1662780777	ENCODE Processing Pipeline	06a73f7563add031bbdb3aeb6d3cda7e		https://www.encodeproject.org/files/ENCFF765FRJ/@@download/ENCFF765FRJ.bigWig				released	s3://encode-public/2019/02/11/154162b5-7533-4a7a-a12f-34b1dd65b004/ENCFF765FRJ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/154162b5-7533-4a7a-a12f-34b1dd65b004/ENCFF765FRJ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF681QCO	bigWig	bigWig		fold change over control	GRCh38	ENCSR475TRZ	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K9me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF808COP/, /files/ENCFF584HPK/	1605160086	ENCODE Processing Pipeline	b89ad48f61c379debe094281306edba1		https://www.encodeproject.org/files/ENCFF681QCO/@@download/ENCFF681QCO.bigWig				released	s3://encode-public/2019/02/11/43716d34-bd4f-40ad-8ded-c81904e8872f/ENCFF681QCO.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/43716d34-bd4f-40ad-8ded-c81904e8872f/ENCFF681QCO.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF628VZT	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR475TRZ	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K9me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF402OWT/	180489	ENCODE Processing Pipeline	a15253f4865f5bc4534a3d14bca5b2cb		https://www.encodeproject.org/files/ENCFF628VZT/@@download/ENCFF628VZT.bed.gz				released	s3://encode-public/2019/02/11/8d11754d-1ac7-45c5-a103-a1c799d98c29/ENCFF628VZT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/8d11754d-1ac7-45c5-a103-a1c799d98c29/ENCFF628VZT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF573VHT	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR475TRZ	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K9me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF628VZT/	518464	ENCODE Processing Pipeline	ef799ef79f94595e7e6cdb39897b3e30		https://www.encodeproject.org/files/ENCFF573VHT/@@download/ENCFF573VHT.bigBed				released	s3://encode-public/2019/02/11/ad84c97e-7418-46f1-b35c-f61b76b05646/ENCFF573VHT.bigBed	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/ad84c97e-7418-46f1-b35c-f61b76b05646/ENCFF573VHT.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF815BLW	bigWig	bigWig		fold change over control	hg19	ENCSR475TRZ	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K9me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF577XOG/, /files/ENCFF522TUC/	1644858951	ENCODE Processing Pipeline	4eaedf405d274680b1b5a228f4ed2d15		https://www.encodeproject.org/files/ENCFF815BLW/@@download/ENCFF815BLW.bigWig				released	s3://encode-public/2019/02/11/0e6113ce-11a2-43a9-86c2-7888327bebb6/ENCFF815BLW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/0e6113ce-11a2-43a9-86c2-7888327bebb6/ENCFF815BLW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF847FBV	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	hg19	ENCSR475TRZ	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K9me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF559YEW/	180033	ENCODE Processing Pipeline	a77a72604bc29e436779b35526e3e2eb		https://www.encodeproject.org/files/ENCFF847FBV/@@download/ENCFF847FBV.bed.gz				released	s3://encode-public/2019/02/11/0be152a0-569b-4d04-b17c-f0adc2ac8750/ENCFF847FBV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/0be152a0-569b-4d04-b17c-f0adc2ac8750/ENCFF847FBV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF167POD	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	hg19	ENCSR475TRZ	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K9me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF847FBV/	511252	ENCODE Processing Pipeline	a41817855a9c15ccbf96d5603d03f612		https://www.encodeproject.org/files/ENCFF167POD/@@download/ENCFF167POD.bigBed				released	s3://encode-public/2019/02/11/b574cb9a-d79c-475b-a471-858ba3701aab/ENCFF167POD.bigBed	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/b574cb9a-d79c-475b-a471-858ba3701aab/ENCFF167POD.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF819PQP	fastq	fastq		reads		ENCSR475TRZ	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K9me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1	76		single-ended					1467861067	Bradley Bernstein, Broad	7231969ae4df60929e9bf03badc7abb3	SRA:SRR10837919	https://www.encodeproject.org/files/ENCFF819PQP/@@download/ENCFF819PQP.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2017/12/06/e1bdc9ef-668d-46ba-9858-c4c4fa6cdfe7/ENCFF819PQP.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/06/e1bdc9ef-668d-46ba-9858-c4c4fa6cdfe7/ENCFF819PQP.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing controlled_by		
ENCFF224QXU	fastq	fastq		reads		ENCSR475TRZ	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K9me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1	76		single-ended					1392357644	Bradley Bernstein, Broad	422d09130576c5a1eeb682dc1593230c	SRA:SRR10837920	https://www.encodeproject.org/files/ENCFF224QXU/@@download/ENCFF224QXU.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2017/12/06/c9243b77-fbfa-42d3-bf54-163da52a73e0/ENCFF224QXU.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/06/c9243b77-fbfa-42d3-bf54-163da52a73e0/ENCFF224QXU.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing controlled_by		
ENCFF974IGI	bam	bam		unfiltered alignments	GRCh38	ENCSR475TRZ	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K9me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2		76					/files/ENCFF287ZUG/, /files/ENCFF819PQP/, /files/ENCFF110MCL/, /files/ENCFF471EPP/, /files/ENCFF201ILK/, /files/ENCFF532TFQ/, /files/ENCFF224QXU/	4553498793	ENCODE Processing Pipeline	0c21377133fa8a38ee6346bf6e0fcf20		https://www.encodeproject.org/files/ENCFF974IGI/@@download/ENCFF974IGI.bam				released	s3://encode-public/2020/09/23/581c8a16-48ad-4a45-8b18-84349122da56/ENCFF974IGI.bam	https://datasetencode.blob.core.windows.net/dataset/2020/09/23/581c8a16-48ad-4a45-8b18-84349122da56/ENCFF974IGI.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF230HDI	bam	bam		alignments	GRCh38	ENCSR475TRZ	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K9me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2		76					/files/ENCFF287ZUG/, /files/ENCFF819PQP/, /files/ENCFF110MCL/, /files/ENCFF471EPP/, /files/ENCFF201ILK/, /files/ENCFF532TFQ/, /files/ENCFF224QXU/	3473255623	ENCODE Processing Pipeline	abc3f9341fb3ba8fc0b11caf08f747c0		https://www.encodeproject.org/files/ENCFF230HDI/@@download/ENCFF230HDI.bam				released	s3://encode-public/2020/09/23/34859c1b-2d60-4834-946e-94a6f3f98347/ENCFF230HDI.bam	https://datasetencode.blob.core.windows.net/dataset/2020/09/23/34859c1b-2d60-4834-946e-94a6f3f98347/ENCFF230HDI.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF333RWC	bigWig	bigWig		fold change over control	GRCh38	ENCSR475TRZ	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K9me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF829IOW/, /files/ENCFF230HDI/	1639164128	ENCODE Processing Pipeline	935910dea45044cda382c140213fd750		https://www.encodeproject.org/files/ENCFF333RWC/@@download/ENCFF333RWC.bigWig				released	s3://encode-public/2020/09/23/d4b64e0f-2282-45f9-8e9f-02b51acd93fc/ENCFF333RWC.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/23/d4b64e0f-2282-45f9-8e9f-02b51acd93fc/ENCFF333RWC.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF530NQM	bigWig	bigWig		signal p-value	GRCh38	ENCSR158WBG	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K4me1-human	DNA						2019-08-01	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF392ZIV/, /files/ENCFF829IOW/	1787130156	ENCODE Processing Pipeline	17fb333d6ff7d10be594dcb4f34797f9		https://www.encodeproject.org/files/ENCFF530NQM/@@download/ENCFF530NQM.bigWig				released	s3://encode-public/2020/09/22/cd88223a-8cb1-4b5e-be97-997e693be4b0/ENCFF530NQM.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/22/cd88223a-8cb1-4b5e-be97-997e693be4b0/ENCFF530NQM.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF848VRD	fastq	fastq		reads		ENCSR158WBG	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K4me1-human	DNA						2019-08-01	ENCODE		sonication (generic)	200-600	1	1_2	76		single-ended					1464689597	Bradley Bernstein, Broad	20568a3a012aa50e6e98a8d88a1aff2b	SRA:SRR10837547	https://www.encodeproject.org/files/ENCFF848VRD/@@download/ENCFF848VRD.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2019/04/27/08bfbda5-0f1c-4403-940e-7f9023984b29/ENCFF848VRD.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2019/04/27/08bfbda5-0f1c-4403-940e-7f9023984b29/ENCFF848VRD.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing controlled_by		
ENCFF471UAJ	fastq	fastq		reads		ENCSR158WBG	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K4me1-human	DNA						2019-08-01	ENCODE		sonication (generic)	200-600	1	1_2	76		single-ended					1445693701	Bradley Bernstein, Broad	45eb9113a00d9f0351382f21afdf7a0c	SRA:SRR10837548	https://www.encodeproject.org/files/ENCFF471UAJ/@@download/ENCFF471UAJ.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2019/04/27/129d8869-d8d2-45aa-bbe4-d61d8da40ab3/ENCFF471UAJ.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2019/04/27/129d8869-d8d2-45aa-bbe4-d61d8da40ab3/ENCFF471UAJ.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing controlled_by		
ENCFF380CDT	bam	bam		unfiltered alignments	hg19	ENCSR158WBG	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo sapiens										H3K4me1-human	DNA						2019-08-01	ENCODE		sonication (generic)	200-600	1	1_1, 1_2		76					/files/ENCFF044KYF/, /files/ENCFF807MUK/, /files/ENCFF848VRD/, /files/ENCFF990WYX/, /files/ENCFF471UAJ/	5467330320	ENCODE Processing Pipeline	ada799292ba2d811f96c59f440da7c7b		https://www.encodeproject.org/files/ENCFF380CDT/@@download/ENCFF380CDT.bam				released	s3://encode-public/2019/07/17/5f89f92d-2b81-41f7-87b2-12670df080f1/ENCFF380CDT.bam	https://datasetencode.blob.core.windows.net/dataset/2019/07/17/5f89f92d-2b81-41f7-87b2-12670df080f1/ENCFF380CDT.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
